id,claim,category,abstract,title,gold_evidence,label,cited_doc_ids,evidence,verification_result,reason,matched
1050,Risedronate increases risk of vertebral and non-vertebral fractures.,directional,"CONTEXT Risedronate, a potent bisphosphonate, has been shown to be effective in the treatment of Paget disease of bone and other metabolic bone diseases but, to our knowledge, it has not been evaluated in the treatment of established postmenopausal osteoporosis.   
 OBJECTIVE To test the efficacy and safety of daily treatment with risedronate to reduce the risk of vertebral and other fractures in postmenopausal women with established osteoporosis.   
 DESIGN, SETTING, AND PARTICIPANTS Randomized, double-blind, placebo-controlled trial of 2458 ambulatory postmenopausal women younger than 85 years with at least 1 vertebral fracture at baseline who were enrolled at 1 of 110 centers in North America conducted between December 1993 and January 1998.   
 INTERVENTIONS Subjects were randomly assigned to receive oral treatment for 3 years with risedronate (2.5 or 5 mg/d) or placebo. All subjects received calcium, 1000 mg/d. Vitamin D (cholecalciferol, up to 500 IU/d) was provided if baseline levels of 25-hydroxyvitamin D were low.   
 MAIN OUTCOME MEASURES Incidence of new vertebral fractures as detected by quantitative and semiquantitative assessments of radiographs; incidence of radiographically confirmed nonvertebral fractures and change from baseline in bone mineral density as determined by dual x-ray absorptiometry.   
 RESULTS The 2.5 mg/d of risedronate arm was discontinued after 1 year; in the placebo and 5 mg/d of risedronate arms, 450 and 489 subjects, respectively, completed all 3 years of the trial. Treatment with 5 mg/d of risedronate, compared with placebo, decreased the cumulative incidence of new vertebral fractures by 41 % (95% confidence interval [CI], 18%-58%) over 3 years (11.3 % vs 16.3%; P= .003). A fracture reduction of 65% (95% CI, 38%-81 %) was observed after the first year (2.4% vs 6.4%; P<.001). The cumulative incidence of nonvertebral fractures over 3 years was reduced by 39% (95% CI, 6%-61 %) (5.2 % vs 8.4%; P = .02). Bone mineral density increased significantly compared with placebo at the lumbar spine (5.4% vs 1.1 %), femoral neck (1.6% vs -1.2%), femoral trochanter (3.3% vs -0.7%), and midshaft of the radius (0.2% vs -1.4%). Bone formed during risedronate treatment was histologically normal. The overall safety profile of risedronate, including gastrointestinal safety, was similar to that of placebo.   
 CONCLUSIONS These data suggest that risedronate therapy is effective and well tolerated in the treatment of women with established postmenopausal osteoporosis.",Effects of risedronate treatment on vertebral and nonvertebral fractures in women with postmenopausal osteoporosis: a randomized controlled trial. Vertebral Efficacy With Risedronate Therapy (VERT) Study Group.,"['Treatment with 5 mg/d of risedronate, compared with placebo, decreased the cumulative incidence of new vertebral fractures by 41 % (95% confidence interval [CI], 18%-58%) over 3 years (11.3 % vs 16.3%; P= .003).', 'The cumulative incidence of nonvertebral fractures over 3 years was reduced by 39% (95% CI, 6%-61 %) (5.2 % vs 8.4%; P = .02).']",Refuted,[19878070],"{'19878070': [{'sentences': [8, 10], 'label': 'CONTRADICT'}]}",Refuted,"The simulation output indicates that Risedronate decreases the risk of vertebral (9.62%) and non-vertebral fractures (5.12%), contradicting the claim.",True
1054,Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.,biology,"Epidemiological studies demonstrate that a lower blood pressure and decline in blood pressure over months or years are associated with higher mortality in dialysis patients. In contrast, randomized, controlled trials lack power to establish benefits of antihypertensive therapy. Patients on long-term dialysis participating in randomized, controlled trials and receiving antihypertensive drug therapy were the subject of this meta-analysis. Outcomes assessed were the hazard ratio of cardiovascular events and all-cause mortality in treated group compared with controls. Among 1202 patients who we identified in 5 studies, the overall benefit of antihypertensive therapy compared with the control or placebo group had a combined hazard ratio for cardiovascular events of 0.69 (95% CI: 0.56 to 0.84) using a fixed-effects model and 0.62 (95% CI: 0.45 to 0.86) using a random-effects model. In a sensitivity analysis, we found that the hypertensive group had a pooled hazard ratio of 0.49 (95% CI: 0.35 to 0.67), but when normotensives were included in the trial, lesser cardiovascular protection was seen (pooled hazard ratio of 0.86 [95% CI: 0.67 to 1.12]). Test for heterogeneity between hypertensive and ""normotensive-included"" groups was significant (P<0.006). Similar results were seen for risk ratio for death and cardiovascular events. There was evidence of publication bias based on Egger's test and funnel plot. Randomized trials suggested a benefit of antihypertensive therapy among hemodialysis patients. Adequately powered randomized trials are required to confirm these observations, especially among those with hypertension.",Cardiovascular protection with antihypertensive drugs in dialysis patients: systematic review and meta-analysis.,"['Among 1202 patients who we identified in 5 studies, the overall benefit of antihypertensive therapy compared with the control or placebo group had a combined hazard ratio for cardiovascular events of 0.69 (95% CI: 0.56 to 0.84) using a fixed-effects model and 0.62 (95% CI: 0.45 to 0.86) using a random-effects model.']",Supported,[10072941],"{'10072941': [{'sentences': [4], 'label': 'SUPPORT'}]}",Refuted,"The simulation output shows that among the hemodialysis patients, those receiving therapy (Patient A) had 0 cardiovascular events, while those not receiving therapy (Patient B) had 1 cardiovascular event. This does not support the claim that the risk can be cut by a third, as the data does not indicate a significant reduction in events.",False
1055,Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.,biology,"Background  Extensive debate exists in the healthcare community over whether outcomes of medical care at teaching hospitals and other healthcare units are better or worse than those at the respective nonteaching ones. Thus, our goal was to systematically evaluate the evidence pertaining to this question.       Methods and Findings  We reviewed all studies that compared teaching versus nonteaching healthcare structures for mortality or any other patient outcome, regardless of health condition. Studies were retrieved from PubMed, contact with experts, and literature cross-referencing. Data were extracted on setting, patients, data sources, author affiliations, definition of compared groups, types of diagnoses considered, adjusting covariates, and estimates of effect for mortality and for each other outcome. Overall, 132 eligible studies were identified, including 93 on mortality and 61 on other eligible outcomes (22 addressed both). Synthesis of the available adjusted estimates on mortality yielded a summary relative risk of 0.96 (95% confidence interval [CI], 0.93–1.00) for teaching versus nonteaching healthcare structures and 1.04 (95% CI, 0.99–1.10) for minor teaching versus nonteaching ones. There was considerable heterogeneity between studies (I2 = 72% for the main analysis). Results were similar in studies using clinical and those using administrative databases. No differences were seen in the 14 studies fully adjusting for volume/experience, severity, and comorbidity (relative risk 1.01). Smaller studies did not differ in their results from larger studies. Differences were seen for some diagnoses (e.g., significantly better survival for breast cancer and cerebrovascular accidents in teaching hospitals and significantly better survival from cholecystectomy in nonteaching hospitals), but these were small in magnitude. Other outcomes were diverse, but typically teaching healthcare structures did not do better than nonteaching ones.       Conclusions  The available data are limited by their nonrandomized design, but overall they do not suggest that a healthcare facility's teaching status on its own markedly improves or worsens patient outcomes. Differences for specific diseases cannot be excluded, but are likely to be small.",Patient Outcomes with Teaching Versus Nonteaching Healthcare: A Systematic Review,"['Synthesis of the available adjusted estimates on mortality yielded a summary relative risk of 0.96 (95% confidence interval [CI], 0.93–1.00) for teaching versus nonteaching healthcare structures and 1.04 (95% CI, 0.99–1.10) for minor teaching versus nonteaching ones.', ""Conclusions  The available data are limited by their nonrandomized design, but overall they do not suggest that a healthcare facility's teaching status on its own markedly improves or worsens patient outcomes.""]",Supported,[13906581],"{'13906581': [{'sentences': [6], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",Supported,"The simulation output indicates that risk-adjusted mortality rates are similar, which supports the claim.",True
1056,Rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,biology,"OBJECTIVE To evaluate if a specific exercise strategy, targeting the rotator cuff and scapula stabilisers, improves shoulder function and pain more than unspecific exercises in patients with subacromial impingement syndrome, thereby decreasing the need for arthroscopic subacromial decompression.   
 DESIGN Randomised, participant and single assessor blinded, controlled study.   
 SETTING Department of orthopaedics in a Swedish university hospital.   
 PARTICIPANTS 102 patients with long standing (over six months) persistent subacromial impingement syndrome in whom earlier conservative treatment had failed, recruited through orthopaedic specialists.   
 INTERVENTIONS The specific exercise strategy consisted of strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers in combination with manual mobilisation. The control exercise programme consisted of unspecific movement exercises for the neck and shoulder. Patients in both groups received five to six individual guided treatment sessions during 12 weeks. In between these supervised sessions the participants performed home exercises once or twice a day for 12 weeks.   
 MAIN OUTCOME MEASURES The primary outcome was the Constant-Murley shoulder assessment score evaluating shoulder function and pain. Secondary outcomes were patients' global impression of change because of treatment and decision regarding surgery.   
 RESULTS Most (97, 95%) participants completed the 12 week study. There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)). Significantly more patients in the specific exercise group reported successful outcome (defined as large improvement or recovered) in the patients' global assessment of change because of treatment: 69% (35/51) v 24% (11/46); odds ratio 7.6, 3.1 to 18.9; P<0.001. A significantly lower proportion of patients in the specific exercise group subsequently chose to undergo surgery: 20% (10/51) v 63% (29/46); odds ratio 7.7, 3.1 to 19.4; P<0.001).   
 CONCLUSION A specific exercise strategy, focusing on strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers, is effective in reducing pain and improving shoulder function in patients with persistent subacromial impingement syndrome. By extension, this exercise strategy reduces the need for arthroscopic subacromial decompression within the three month timeframe used in the study.   
 TRIAL REGISTRATION Clinical trials NCT01037673.",Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study,['There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)).'],Supported,[4200695],"{'4200695': [{'sentences': [11], 'label': 'SUPPORT'}]}",Supported,"The simulation output shows that the rotator cuff patient has a lower pain level (5) and a higher function score (24) compared to the general exercise patient, who has a pain level of 9 and a function score of 9. This indicates that rotator cuff exercises are indeed more effective.",True
1065,Satellite cell dysfunction is a key factor in sarcopenia development.,cellular,"A key determinant of geriatric frailty is sarcopenia, the age-associated loss of skeletal muscle mass and strength. Although the etiology of sarcopenia is unknown, the correlation during aging between the loss of activity of satellite cells, which are endogenous muscle stem cells, and impaired muscle regenerative capacity has led to the hypothesis that the loss of satellite cell activity is also a cause of sarcopenia. We tested this hypothesis in male sedentary mice by experimentally depleting satellite cells in young adult animals to a degree sufficient to impair regeneration throughout the rest of their lives. A detailed analysis of multiple muscles harvested at various time points during aging in different cohorts of these mice showed that the muscles were of normal size, despite low regenerative capacity, but did have increased fibrosis. These results suggest that lifelong reduction of satellite cells neither accelerated nor exacerbated sarcopenia and that satellite cells did not contribute to the maintenance of muscle size or fiber type composition during aging, but that their loss may contribute to age-related muscle fibrosis.","Inducible depletion of satellite cells in adult, sedentary mice impairs muscle regenerative capacity without affecting sarcopenia","['A detailed analysis of multiple muscles harvested at various time points during aging in different cohorts of these mice showed that the muscles were of normal size, despite low regenerative capacity, but did have increased fibrosis.', 'These results suggest that lifelong reduction of satellite cells neither accelerated nor exacerbated sarcopenia and that satellite cells did not contribute to the maintenance of muscle size or fiber type composition during aging, but that their loss may contribute to age-related muscle fibrosis.']",Refuted,[20418809],"{'20418809': [{'sentences': [3], 'label': 'CONTRADICT'}, {'sentences': [4], 'label': 'CONTRADICT'}]}",Refuted,"The simulation shows that satellite cell activity remains high (starting at 100 and decreasing gradually), while the regenerative capacity of skeletal muscle decreases over time. This suggests that satellite cell dysfunction is not a key factor in the development of sarcopenia, as their activity is still relatively high despite the decline in muscle regenerative capacity.",True
1069,Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,biology,"OBJECTIVE To evaluate if a specific exercise strategy, targeting the rotator cuff and scapula stabilisers, improves shoulder function and pain more than unspecific exercises in patients with subacromial impingement syndrome, thereby decreasing the need for arthroscopic subacromial decompression.   
 DESIGN Randomised, participant and single assessor blinded, controlled study.   
 SETTING Department of orthopaedics in a Swedish university hospital.   
 PARTICIPANTS 102 patients with long standing (over six months) persistent subacromial impingement syndrome in whom earlier conservative treatment had failed, recruited through orthopaedic specialists.   
 INTERVENTIONS The specific exercise strategy consisted of strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers in combination with manual mobilisation. The control exercise programme consisted of unspecific movement exercises for the neck and shoulder. Patients in both groups received five to six individual guided treatment sessions during 12 weeks. In between these supervised sessions the participants performed home exercises once or twice a day for 12 weeks.   
 MAIN OUTCOME MEASURES The primary outcome was the Constant-Murley shoulder assessment score evaluating shoulder function and pain. Secondary outcomes were patients' global impression of change because of treatment and decision regarding surgery.   
 RESULTS Most (97, 95%) participants completed the 12 week study. There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)). Significantly more patients in the specific exercise group reported successful outcome (defined as large improvement or recovered) in the patients' global assessment of change because of treatment: 69% (35/51) v 24% (11/46); odds ratio 7.6, 3.1 to 18.9; P<0.001. A significantly lower proportion of patients in the specific exercise group subsequently chose to undergo surgery: 20% (10/51) v 63% (29/46); odds ratio 7.7, 3.1 to 19.4; P<0.001).   
 CONCLUSION A specific exercise strategy, focusing on strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers, is effective in reducing pain and improving shoulder function in patients with persistent subacromial impingement syndrome. By extension, this exercise strategy reduces the need for arthroscopic subacromial decompression within the three month timeframe used in the study.   
 TRIAL REGISTRATION Clinical trials NCT01037673.",Effect of specific exercise strategy on need for surgery in patients with subacromial impingement syndrome: randomised controlled study,"['There was a significantly greater improvement in the Constant-Murley score in the specific exercise group than in the control exercise group (24 points (95% confidence interval 19 to 28.0) v 9 points (5 to 13); mean difference between group: 15 points (8.5 to 20.6)).', ""Significantly more patients in the specific exercise group reported successful outcome (defined as large improvement or recovered) in the patients' global assessment of change because of treatment: 69% (35/51) v 24% (11/46); odds ratio 7.6, 3.1 to 18.9; P<0.001."", 'CONCLUSION A specific exercise strategy, focusing on strengthening eccentric exercises for the rotator cuff and concentric/eccentric exercises for the scapula stabilisers, is effective in reducing pain and improving shoulder function in patients with persistent subacromial impingement syndrome.']",Supported,[4200695],"{'4200695': [{'sentences': [11], 'label': 'SUPPORT'}, {'sentences': [12], 'label': 'SUPPORT'}, {'sentences': [14], 'label': 'SUPPORT'}]}",Supported,"The simulation output indicates that scapular stabilizer exercises are more effective, directly supporting the claim.",True
1072,Sepsis related mortality has remained stable between 2009-2014.,population,"Importance Estimates from claims-based analyses suggest that the incidence of sepsis is increasing and mortality rates from sepsis are decreasing. However, estimates from claims data may lack clinical fidelity and can be affected by changing diagnosis and coding practices over time. Objective To estimate the US national incidence of sepsis and trends using detailed clinical data from the electronic health record (EHR) systems of diverse hospitals. Design, Setting, and Population Retrospective cohort study of adult patients admitted to 409 academic, community, and federal hospitals from 2009-2014. Exposures Sepsis was identified using clinical indicators of presumed infection and concurrent acute organ dysfunction, adapting Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3) criteria for objective and consistent EHR-based surveillance. Main Outcomes and Measures Sepsis incidence, outcomes, and trends from 2009-2014 were calculated using regression models and compared with claims-based estimates using International Classification of Diseases, Ninth Revision, Clinical Modification codes for severe sepsis or septic shock. Case-finding criteria were validated against Sepsis-3 criteria using medical record reviews. Results A total of 173 690 sepsis cases (mean age, 66.5 [SD, 15.5] y; 77 660 [42.4%] women) were identified using clinical criteria among 2 901 019 adults admitted to study hospitals in 2014 (6.0% incidence). Of these, 26 061 (15.0%) died in the hospital and 10 731 (6.2%) were discharged to hospice. From 2009-2014, sepsis incidence using clinical criteria was stable (+0.6% relative change/y [95% CI, −2.3% to 3.5%], P = .67) whereas incidence per claims increased (+10.3%/y [95% CI, 7.2% to 13.3%], P < .001). In-hospital mortality using clinical criteria declined (−3.3%/y [95% CI, −5.6% to −1.0%], P = .004), but there was no significant change in the combined outcome of death or discharge to hospice (−1.3%/y [95% CI, −3.2% to 0.6%], P = .19). In contrast, mortality using claims declined significantly (−7.0%/y [95% CI, −8.8% to −5.2%], P < .001), as did death or discharge to hospice (−4.5%/y [95% CI, −6.1% to −2.8%], P < .001). Clinical criteria were more sensitive in identifying sepsis than claims (69.7% [95% CI, 52.9% to 92.0%] vs 32.3% [95% CI, 24.4% to 43.0%], P < .001), with comparable positive predictive value (70.4% [95% CI, 64.0% to 76.8%] vs 75.2% [95% CI, 69.8% to 80.6%], P = .23). Conclusions and Relevance In clinical data from 409 hospitals, sepsis was present in 6% of adult hospitalizations, and in contrast to claims-based analyses, neither the incidence of sepsis nor the combined outcome of death or discharge to hospice changed significantly between 2009-2014. The findings also suggest that EHR-based clinical data provide more objective estimates than claims-based data for sepsis surveillance.","Incidence and Trends of Sepsis in US Hospitals Using Clinical vs Claims Data, 2009-2014","['In-hospital mortality using clinical criteria declined (−3.3%/y [95% CI, −5.6% to −1.0%], P = .004), but there was no significant change in the combined outcome of death or discharge to hospice (−1.3%/y [95% CI, −3.2% to 0.6%], P = .19).', 'Conclusions and Relevance In clinical data from 409 hospitals, sepsis was present in 6% of adult hospitalizations, and in contrast to claims-based analyses, neither the incidence of sepsis nor the combined outcome of death or discharge to hospice changed significantly between 2009-2014.']",Supported,[4824840],"{'4824840': [{'sentences': [10], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",Supported,"The simulation output explicitly states that the claim is supported, indicating that sepsis related mortality has indeed remained stable during the specified period.",True
1073,Sepsis related mortality has risen from 2009 to 2014.,population,"Importance Estimates from claims-based analyses suggest that the incidence of sepsis is increasing and mortality rates from sepsis are decreasing. However, estimates from claims data may lack clinical fidelity and can be affected by changing diagnosis and coding practices over time. Objective To estimate the US national incidence of sepsis and trends using detailed clinical data from the electronic health record (EHR) systems of diverse hospitals. Design, Setting, and Population Retrospective cohort study of adult patients admitted to 409 academic, community, and federal hospitals from 2009-2014. Exposures Sepsis was identified using clinical indicators of presumed infection and concurrent acute organ dysfunction, adapting Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3) criteria for objective and consistent EHR-based surveillance. Main Outcomes and Measures Sepsis incidence, outcomes, and trends from 2009-2014 were calculated using regression models and compared with claims-based estimates using International Classification of Diseases, Ninth Revision, Clinical Modification codes for severe sepsis or septic shock. Case-finding criteria were validated against Sepsis-3 criteria using medical record reviews. Results A total of 173 690 sepsis cases (mean age, 66.5 [SD, 15.5] y; 77 660 [42.4%] women) were identified using clinical criteria among 2 901 019 adults admitted to study hospitals in 2014 (6.0% incidence). Of these, 26 061 (15.0%) died in the hospital and 10 731 (6.2%) were discharged to hospice. From 2009-2014, sepsis incidence using clinical criteria was stable (+0.6% relative change/y [95% CI, −2.3% to 3.5%], P = .67) whereas incidence per claims increased (+10.3%/y [95% CI, 7.2% to 13.3%], P < .001). In-hospital mortality using clinical criteria declined (−3.3%/y [95% CI, −5.6% to −1.0%], P = .004), but there was no significant change in the combined outcome of death or discharge to hospice (−1.3%/y [95% CI, −3.2% to 0.6%], P = .19). In contrast, mortality using claims declined significantly (−7.0%/y [95% CI, −8.8% to −5.2%], P < .001), as did death or discharge to hospice (−4.5%/y [95% CI, −6.1% to −2.8%], P < .001). Clinical criteria were more sensitive in identifying sepsis than claims (69.7% [95% CI, 52.9% to 92.0%] vs 32.3% [95% CI, 24.4% to 43.0%], P < .001), with comparable positive predictive value (70.4% [95% CI, 64.0% to 76.8%] vs 75.2% [95% CI, 69.8% to 80.6%], P = .23). Conclusions and Relevance In clinical data from 409 hospitals, sepsis was present in 6% of adult hospitalizations, and in contrast to claims-based analyses, neither the incidence of sepsis nor the combined outcome of death or discharge to hospice changed significantly between 2009-2014. The findings also suggest that EHR-based clinical data provide more objective estimates than claims-based data for sepsis surveillance.","Incidence and Trends of Sepsis in US Hospitals Using Clinical vs Claims Data, 2009-2014","['In-hospital mortality using clinical criteria declined (−3.3%/y [95% CI, −5.6% to −1.0%], P = .004), but there was no significant change in the combined outcome of death or discharge to hospice (−1.3%/y [95% CI, −3.2% to 0.6%], P = .19).', 'Conclusions and Relevance In clinical data from 409 hospitals, sepsis was present in 6% of adult hospitalizations, and in contrast to claims-based analyses, neither the incidence of sepsis nor the combined outcome of death or discharge to hospice changed significantly between 2009-2014.']",Refuted,[4824840],"{'4824840': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",Refuted,"The mortality rates from 2009 to 2014 show no increase, remaining constant at approximately 0.117 until 2014, where it rises to 0.16. This indicates that there was no consistent rise in mortality rates over the specified period.",True
1081,Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,biology,"OBJECTIVES To investigate the association between antidepressant treatment and risk of several potential adverse outcomes in older people with depression and to examine risks by class of antidepressant, duration of use, and dose.   
 DESIGN Cohort study of people aged 65 and over diagnosed as having depression.   
 SETTING 570 general practices in the United Kingdom supplying data to the QResearch primary care database.   
 PARTICIPANTS 60,746 patients diagnosed as having a new episode of depression between the ages of 65 and 100 years from 1 January 1996 to 31 December 2007 and followed up until 31 December 2008.   
 MAIN OUTCOME MEASURES Hazard ratios associated with antidepressant use for all cause mortality, attempted suicide/self harm, myocardial infarction, stroke/transient ischaemic attack, falls, fractures, upper gastrointestinal bleeding, epilepsy/seizures, road traffic accidents, adverse drug reactions, and hyponatraemia, adjusted for a range of potential confounding variables. Hazard ratios were calculated for antidepressant class (tricyclic and related antidepressants, selective serotonin reuptake inhibitors, other antidepressants), dose, and duration of use and for commonly prescribed individual drugs.   
 RESULTS 54,038 (89.0%) patients received at least one prescription for an antidepressant during follow-up. A total of 1,398,359 antidepressant prescriptions were issued: 764,659 (54.7%) for selective serotonin reuptake inhibitors, 442,192 (31.6%) for tricyclic antidepressants, 2203 (0.2%) for monoamine oxidase inhibitors, and 189,305 (13.5%) for the group of other antidepressants. The associations with the adverse outcomes differed significantly between the antidepressant classes for seven outcomes. Selective serotonin reuptake inhibitors were associated with the highest adjusted hazard ratios for falls (1.66, 95% confidence interval 1.58 to 1.73) and hyponatraemia (1.52, 1.33 to 1.75) compared with when antidepressants were not being used. The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used. Tricyclic antidepressants did not have the highest hazard ratio for any of the outcomes. Significantly different associations also existed between the individual drugs for the same seven outcomes; trazodone (tricyclic antidepressant), mirtazapine, and venlafaxine (both in the group of other antidepressants) were associated with the highest rates for some of these outcomes. Absolute risks over 1 year for all cause mortality were 7.04% for patients while not taking antidepressants, 8.12% for those taking tricyclic antidepressants, 10.61% for selective serotonin reuptake inhibitors, and 11.43% for other antidepressants.   
 CONCLUSIONS Selective serotonin reuptake inhibitors and drugs in the group of other antidepressants were associated with an increased risk of several adverse outcomes compared with tricyclic antidepressants. Among individual drugs, trazodone, mirtazapine, and venlafaxine were associated with the highest risks for some outcomes. As this is an observational study, it is susceptible to confounding by indication, channelling bias, and residual confounding, so differences in characteristics between patients prescribed different antidepressant drugs that could account for some of the associations between the drugs and the adverse outcomes may remain. Further research is needed to confirm these findings, but the risks and benefits of different antidepressants should be carefully evaluated when these drugs are prescribed to older people.",Antidepressant use and risk of adverse outcomes in older people: population based cohort study,"['The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used.', 'Absolute risks over 1 year for all cause mortality were 7.04% for patients while not taking antidepressants, 8.12% for those taking tricyclic antidepressants, 10.61% for selective serotonin reuptake inhibitors, and 11.43% for other antidepressants.   \n']",Refuted,[5691302],"{'5691302': [{'sentences': [10], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",Refuted,"The simulation calculated a total mortality risk of 2.18 for the patient, indicating that there is a mortality risk associated with the side effects of antidepressants for postmenopausal women.",True
1084,Side effects associated with antidepressants increases risk of stroke.,directional,"OBJECTIVES To investigate the association between antidepressant treatment and risk of several potential adverse outcomes in older people with depression and to examine risks by class of antidepressant, duration of use, and dose.   
 DESIGN Cohort study of people aged 65 and over diagnosed as having depression.   
 SETTING 570 general practices in the United Kingdom supplying data to the QResearch primary care database.   
 PARTICIPANTS 60,746 patients diagnosed as having a new episode of depression between the ages of 65 and 100 years from 1 January 1996 to 31 December 2007 and followed up until 31 December 2008.   
 MAIN OUTCOME MEASURES Hazard ratios associated with antidepressant use for all cause mortality, attempted suicide/self harm, myocardial infarction, stroke/transient ischaemic attack, falls, fractures, upper gastrointestinal bleeding, epilepsy/seizures, road traffic accidents, adverse drug reactions, and hyponatraemia, adjusted for a range of potential confounding variables. Hazard ratios were calculated for antidepressant class (tricyclic and related antidepressants, selective serotonin reuptake inhibitors, other antidepressants), dose, and duration of use and for commonly prescribed individual drugs.   
 RESULTS 54,038 (89.0%) patients received at least one prescription for an antidepressant during follow-up. A total of 1,398,359 antidepressant prescriptions were issued: 764,659 (54.7%) for selective serotonin reuptake inhibitors, 442,192 (31.6%) for tricyclic antidepressants, 2203 (0.2%) for monoamine oxidase inhibitors, and 189,305 (13.5%) for the group of other antidepressants. The associations with the adverse outcomes differed significantly between the antidepressant classes for seven outcomes. Selective serotonin reuptake inhibitors were associated with the highest adjusted hazard ratios for falls (1.66, 95% confidence interval 1.58 to 1.73) and hyponatraemia (1.52, 1.33 to 1.75) compared with when antidepressants were not being used. The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used. Tricyclic antidepressants did not have the highest hazard ratio for any of the outcomes. Significantly different associations also existed between the individual drugs for the same seven outcomes; trazodone (tricyclic antidepressant), mirtazapine, and venlafaxine (both in the group of other antidepressants) were associated with the highest rates for some of these outcomes. Absolute risks over 1 year for all cause mortality were 7.04% for patients while not taking antidepressants, 8.12% for those taking tricyclic antidepressants, 10.61% for selective serotonin reuptake inhibitors, and 11.43% for other antidepressants.   
 CONCLUSIONS Selective serotonin reuptake inhibitors and drugs in the group of other antidepressants were associated with an increased risk of several adverse outcomes compared with tricyclic antidepressants. Among individual drugs, trazodone, mirtazapine, and venlafaxine were associated with the highest risks for some outcomes. As this is an observational study, it is susceptible to confounding by indication, channelling bias, and residual confounding, so differences in characteristics between patients prescribed different antidepressant drugs that could account for some of the associations between the drugs and the adverse outcomes may remain. Further research is needed to confirm these findings, but the risks and benefits of different antidepressants should be carefully evaluated when these drugs are prescribed to older people.",Antidepressant use and risk of adverse outcomes in older people: population based cohort study,"['The group of other antidepressants was associated with the highest adjusted hazard ratios for all cause mortality (1.66, 1.56 to 1.77), attempted suicide/self harm (5.16, 3.90 to 6.83), stroke/transient ischaemic attack (1.37, 1.22 to 1.55), fracture (1.64, 1.46 to 1.84), and epilepsy/seizures (2.24, 1.60 to 3.15), compared with when antidepressants were not being used.']",Supported,[5691302],"{'5691302': [{'sentences': [10], 'label': 'SUPPORT'}]}",Refuted,"The simulation output shows that Patient 2, who is taking an SSRI (a type of antidepressant), has a stroke risk of 1.00, which indicates no increased risk compared to the baseline. In contrast, Patient 1 has a higher stroke risk of 1.37 without antidepressants, suggesting that antidepressants do not increase stroke risk in this scenario.",False
